S;0;A;0,000108958123342341;Bs;0,000812364252245364;K1;0,00314449765008046;Bc;0,00370628746006534;Cs;0,00518432137485231;Cc;0,00683291187710387;D;0,00975254533113912;T;0,0107709362055175;
S;0,0120483892565567;A;0,01318701958937;Cs;0,0161181687888327;Cc;0,0171828955418379;Bs;0,018326980451497;K2;0,0191834167263652;Bc;0,0201522690994251;D;0,0206702723452407;T;0,0216678216610388;
S;0,025058307389069;A;0,0281414185139713;Bs;0,0282118938339409;K2;0,0287101724421114;Bc;0,0287854358175537;Cs;0,0288189392886125;Cc;0,0310781672144205;D;0,0335368719194473;T;0,034252254196973;
S;0,0363107655009824;A;0,0385470695360305;Cs;0,039393529595044;Cc;0,0404202484496636;Bs;0,0431019211860581;K2;0,0461633233094795;Bc;0,0481540269215152;D;0,0505319220133566;T;0,050558337013677;
S;0,0539921467781015;A;0,0565948296393294;Cs;0,0570936042721668;Cc;0,0598165055077213;Bs;0,06281896773079;K1;0,0638183886557171;Bc;0,0660021391959163;D;0,0690479192514128;T;0,0699964897454872;
S;0,0733325739096876;A;0,07387795418779;Cs;0,0744941254120527;Cc;0,0762238330854517;Bs;0,0767653078898244;K2;0,0793336758069927;Bc;0,0796126743629833;D;0,0798202502483036;T;0,0825824543604136;
S;0,0839074590330711;A;0,0854242401805499;Bs;0,0871392495011807;K2;0,0899825734070166;Bc;0,0904735300719039;Cs;0,0907067463493958;Cc;0,0913800708464502;D;0,0921699316903768;T;0,0930535538144694;
S;0,0959601077872018;A;0,0970534588624206;Cs;0,0994571567975476;Cc;0,100563548170612;Bs;0,10159297807776;K2;0,104164232419053;Bc;0,10667670235691;D;0,108558845277811;T;0,1116162241346;
S;0,112006484602009;A;0,113408068361524;Cs;0,113595155140501;Cc;0,115933406072953;Bs;0,119133912845023;K2;0,121499943367477;Bc;0,122462676144399;D;0,12501298451227;T;0,127317779270622;
S;0,128116435233905;A;0,1293835302236;Bs;0,132810310864847;K1;0,132999445683607;Bc;0,13600877929356;Cs;0,138429467124903;Cc;0,140751900610566;D;0,141827760995107;T;0,143686135065056;
S;0,145222337769357;A;0,14642782289108;Bs;0,148121578854948;K2;0,151075749284549;Bc;0,151702058933248;Cs;0,153415817534551;Cc;0,156514349936818;D;0,157234985256865;T;0,159274569248535;
S;0,161438528399837;A;0,163315511098416;Bs;0,16487216297052;K2;0,165513387633837;Bc;0,168971908595672;Cs;0,171373393638836;Cc;0,171710932198847;D;0,172227274155982;T;0,175283964241519;
S;0,176807706208718;A;0,177344011920569;Bs;0,177984271099881;K1;0,17929967010342;Bc;0,180562981262079;Cs;0,182138796059816;Cc;0,18373795758008;D;0,186576779327071;T;0,187456596160903;
S;0,189479547767809;A;0,191590639916184;Cs;0,194010582823669;Cc;0,197061646710305;Bs;0,198325348912881;K1;0,201033755549967;Bc;0,201746784975209;D;0,204653839790909;T;0,207785193667708;
S;0,210477990504134;A;0,211503884548114;Cs;0,213090460644;Cc;0,213744948416004;Bs;0,214524499271647;K2;0,215645338592973;Bc;0,218295025920573;D;0,219247566867529;T;0,222150838246711;
S;0,223008453774835;A;0,224771233605376;Bs;0,224772393714779;K1;0,227235223808546;Bc;0,228608060689617;Cs;0,229514265371512;Cc;0,230531612386888;D;0,232981615057927;T;0,235721915611066;
S;0,237687496921151;A;0,237763003567428;Cs;0,240835898984288;Cc;0,240948107446052;Bs;0,241488227423462;K1;0,242942625587198;Bc;0,24295567806338;D;0,245602525453756;T;0,246403816938659;
S;0,246618805580915;A;0,246879493618811;Bs;0,249185554395404;K2;0,251976287383716;Bc;0,25342994140778;Cs;0,25687465161415;Cc;0,257036052670123;D;0,257387887039739;T;0,260701947669279;
S;0,261442817542249;A;0,264846224548011;Cs;0,264957896378797;Cc;0,267743401379751;Bs;0,269518102634013;K2;0,272988775389321;Bc;0,275474286321292;D;0,278928665067522;T;0,281642363608828;
